,hospital_id,date,高度急性期,急性期,回復期,慢性期,介護保険施設等
0,H00038,2021-08-01,10,4,14,0,0
1,H00038,2021-08-02,10,4,14,0,0
2,H00038,2021-08-03,10,4,14,0,0
3,H00038,2021-08-04,10,4,14,0,0
4,H00038,2021-08-05,10,4,14,0,0
5,H00038,2021-08-06,10,4,14,0,0
6,H00038,2021-08-07,10,4,14,0,0
7,H00038,2021-08-08,10,4,14,0,0
8,H00038,2021-08-09,10,4,14,0,0
9,H00038,2021-08-10,10,4,14,0,0
10,H00038,2021-08-11,10,4,14,0,0
11,H00038,2021-08-12,10,4,14,0,0
12,H00038,2021-08-13,10,4,14,0,0
13,H00038,2021-08-14,10,4,14,0,0
14,H00038,2021-08-15,10,4,14,0,0
15,H00038,2021-08-16,10,4,14,0,0
16,H00038,2021-08-17,10,4,14,0,0
17,H00038,2021-08-18,10,4,14,0,0
18,H00038,2021-08-19,10,4,14,0,0
19,H00038,2021-08-20,10,4,14,0,0
20,H00038,2021-08-21,10,4,14,0,0
