,hospital_id,date,高度急性期,急性期,回復期,慢性期,介護保険施設等
0,H00025,2021-08-01,1,20,0,0,0
1,H00025,2021-08-02,1,20,0,0,0
2,H00025,2021-08-03,1,20,0,0,0
3,H00025,2021-08-04,1,20,0,0,0
4,H00025,2021-08-05,1,20,0,0,0
5,H00025,2021-08-06,1,20,0,0,0
6,H00025,2021-08-07,1,20,0,0,0
7,H00025,2021-08-08,1,20,0,0,0
8,H00025,2021-08-09,1,20,0,0,0
9,H00025,2021-08-10,1,20,0,0,0
10,H00025,2021-08-11,1,20,0,0,0
11,H00025,2021-08-12,1,20,0,0,0
12,H00025,2021-08-13,1,20,0,0,0
13,H00025,2021-08-14,1,20,0,0,0
14,H00025,2021-08-15,1,20,0,0,0
15,H00025,2021-08-16,1,20,0,0,0
16,H00025,2021-08-17,1,20,0,0,0
17,H00025,2021-08-18,1,20,0,0,0
18,H00025,2021-08-19,1,20,0,0,0
19,H00025,2021-08-20,1,20,0,0,0
20,H00025,2021-08-21,1,20,0,0,0
