,hospital_id,date,高度急性期,急性期,回復期,慢性期,介護保険施設等
0,H00043,2021-08-01,2,31,0,8,0
1,H00043,2021-08-02,2,31,0,8,0
2,H00043,2021-08-03,2,31,0,8,0
3,H00043,2021-08-04,2,31,0,8,0
4,H00043,2021-08-05,2,31,0,8,0
5,H00043,2021-08-06,2,31,0,8,0
6,H00043,2021-08-07,2,31,0,8,0
7,H00043,2021-08-08,2,31,0,8,0
8,H00043,2021-08-09,2,31,0,8,0
9,H00043,2021-08-10,2,31,0,8,0
10,H00043,2021-08-11,2,31,0,8,0
11,H00043,2021-08-12,2,31,0,8,0
12,H00043,2021-08-13,2,31,0,8,0
13,H00043,2021-08-14,2,31,0,8,0
14,H00043,2021-08-15,2,31,0,8,0
15,H00043,2021-08-16,2,31,0,8,0
16,H00043,2021-08-17,2,31,0,8,0
17,H00043,2021-08-18,2,31,0,8,0
18,H00043,2021-08-19,2,31,0,8,0
19,H00043,2021-08-20,2,31,0,8,0
20,H00043,2021-08-21,2,31,0,8,0
