,hospital_id,date,高度急性期,急性期,回復期,慢性期,介護保険施設等
0,H00070,2021-08-01,8,64,0,0,0
1,H00070,2021-08-02,8,64,0,0,0
2,H00070,2021-08-03,8,64,0,0,0
3,H00070,2021-08-04,8,64,0,0,0
4,H00070,2021-08-05,8,64,0,0,0
5,H00070,2021-08-06,8,64,0,0,0
6,H00070,2021-08-07,8,64,0,0,0
7,H00070,2021-08-08,8,64,0,0,0
8,H00070,2021-08-09,8,64,0,0,0
9,H00070,2021-08-10,8,64,0,0,0
10,H00070,2021-08-11,8,64,0,0,0
11,H00070,2021-08-12,8,64,0,0,0
12,H00070,2021-08-13,8,64,0,0,0
13,H00070,2021-08-14,8,64,0,0,0
14,H00070,2021-08-15,8,64,0,0,0
15,H00070,2021-08-16,8,64,0,0,0
16,H00070,2021-08-17,8,64,0,0,0
17,H00070,2021-08-18,8,64,0,0,0
18,H00070,2021-08-19,8,64,0,0,0
19,H00070,2021-08-20,8,64,0,0,0
20,H00070,2021-08-21,8,64,0,0,0
