,hospital_id,date,高度急性期,急性期,回復期,慢性期,介護保険施設等
0,H00053,2021-08-01,20,18,9,0,0
1,H00053,2021-08-02,20,18,9,0,0
2,H00053,2021-08-03,20,18,9,0,0
3,H00053,2021-08-04,20,18,9,0,0
4,H00053,2021-08-05,20,18,9,0,0
5,H00053,2021-08-06,20,18,9,0,0
6,H00053,2021-08-07,20,18,9,0,0
7,H00053,2021-08-08,20,18,9,0,0
8,H00053,2021-08-09,20,18,9,0,0
9,H00053,2021-08-10,20,18,9,0,0
10,H00053,2021-08-11,20,18,9,0,0
11,H00053,2021-08-12,20,18,9,0,0
12,H00053,2021-08-13,20,18,9,0,0
13,H00053,2021-08-14,20,18,9,0,0
14,H00053,2021-08-15,20,18,9,0,0
15,H00053,2021-08-16,20,18,9,0,0
16,H00053,2021-08-17,20,18,9,0,0
17,H00053,2021-08-18,20,18,9,0,0
18,H00053,2021-08-19,20,18,9,0,0
19,H00053,2021-08-20,20,18,9,0,0
20,H00053,2021-08-21,20,18,9,0,0
